country,Year,predicted_solar_generation (twh)_generation,predicted_solar_consumption_consumption
Malaysia,2021,0.906861306,1.1804939851969003
Malaysia,2022,1.0285103406440652,1.7003692632675176
Malaysia,2023,1.2649510166528057,1.6232893888482423
Malaysia,2024,1.4474861217399355,2.2605064157878596
Malaysia,2025,1.5411151313951024,2.257712542076888
Malaysia,2026,1.5307185249248298,2.865318405129525
Malaysia,2027,1.5684334399201036,2.831375740271659
Mexico,2021,22.49679657676161,17.157509152709874
Mexico,2022,32.42316640114356,20.792047215047113
Mexico,2023,41.30048622,23.752675106001174
Mexico,2024,49.621461012239735,24.68087966607696
Mexico,2025,56.299600393220146,25.296679041552547
Mexico,2026,61.33314365715395,25.016026092941136
Mexico,2027,65.27657878728516,25.160426577741443
Middle Africa,2021,0.077137884,0.074169543
Middle Africa,2022,0.084562811,0.08039334
Middle Africa,2023,0.091431363,0.086316942
Middle Africa,2024,0.096687409,0.092178718
Middle Africa,2025,0.10276688453346473,0.097674411
Middle Africa,2026,0.10805995745337414,0.10079522350923449
Middle Africa,2027,0.11325002598804515,0.10473395894556249
Middle East,2021,17.684891422390223,19.07255260353495
Middle East,2022,20.970492382926793,24.267554888987515
Middle East,2023,24.547008069648328,29.133278866529505
Middle East,2024,29.273069768239033,32.649078495465375
Middle East,2025,31.91623234875467,36.53301098344114
Middle East,2026,36.16089299501035,39.62346735031669
Middle East,2027,39.068874763658755,42.71975044769362
Morocco,2021,0.150057951,2.518665520598713
Morocco,2022,0.073652007,2.6891493606967174
Morocco,2023,0.1837846548983384,2.7307904935982803
Morocco,2024,0.25017463319072814,3.474781192795143
Morocco,2025,0.22606419539097564,3.0176912373590694
Morocco,2026,0.20748502404264738,3.2161573226734257
Morocco,2027,0.21450357444843376,3.4135826803292613
Netherlands,2021,12.164113418776992,10.584994582553056
Netherlands,2022,17.448414858543085,13.791982975530418
Netherlands,2023,22.268564377406555,16.612806186656677
Netherlands,2024,28.667333335232044,19.63563738307355
Netherlands,2025,34.02065299854739,22.41029071466263
Netherlands,2026,40.465616722287876,25.183960999547736
Netherlands,2027,45.482332908126025,27.973582345443802
New Zealand,2021,0.19671552636157932,0.19036865720581161
New Zealand,2022,0.23147890480372557,0.2192618568677683
New Zealand,2023,0.26876630532699525,0.24578877996694137
New Zealand,2024,0.305208827,0.2713403347213945
New Zealand,2025,0.34430232416735945,0.29426486123267415
New Zealand,2026,0.38198518314203184,0.3138567881779403
New Zealand,2027,0.421816929,0.32975992662164605
Non-OECD,2021,463.19865838753117,463.20228236305974
Non-OECD,2022,512.8801891707429,512.8948127368892
Non-OECD,2023,548.3341903,548.3636572394857
Non-OECD,2024,572.0386421882349,572.0784650235262
Non-OECD,2025,585.0455476583481,585.0916387423061
Non-OECD,2026,589.6683183612105,589.7198889319104
Non-OECD,2027,589.3705071042453,589.4243527930835
North America,2021,172.16683286748687,176.75536289454533
North America,2022,198.17047172981015,199.2474041507519
North America,2023,227.64759591721952,231.30828669227472
North America,2024,249.7309223744323,263.91937157318705
North America,2025,274.58717238941176,289.04283249755963
North America,2026,302.98733027201376,320.08827557792426
North America,2027,322.7466390831436,355.06056168410856
North Macedonia,2021,0.021858353,0.023537021
North Macedonia,2022,0.021858405,0.023537031
North Macedonia,2023,0.023226187386712952,0.023537034546625937
North Macedonia,2024,0.023226237635953138,0.023537034764169434
North Macedonia,2025,0.023287387587743315,0.023537035
North Macedonia,2026,0.023287405,0.023537035172969893
North Macedonia,2027,0.022981807123973932,0.023537035306253912
Norway,2021,0.048013866696448054,0.19187226207993935
Norway,2022,0.06422797,0.23944080025931103
Norway,2023,0.078822113,0.28839253042147867
Norway,2024,0.091958147,0.3439590266993949
Norway,2025,0.10378175125988207,0.38835097469458796
Norway,2026,0.11442405234132258,0.43382546584813675
Norway,2027,0.12400307478175976,0.4724943752965755
OECD,2021,520.8944243283933,533.5921234427005
OECD,2022,606.7983012045452,616.8630929953986
OECD,2023,708.8411967906081,717.5742909835025
OECD,2024,801.3235807585779,812.8670625924015
OECD,2025,899.6906649163473,911.0022731593692
OECD,2026,1007.8248008891098,1021.9841619285838
OECD,2027,1104.6999043216663,1124.735954
Oman,2021,0,0.5957267206430616
Oman,2022,0,0.8662833270766533
Oman,2023,0,0.8815836805121281
Oman,2024,0,0.8834405181773697
Oman,2025,0,1.0182793631532276
Oman,2026,0,1.1406011858829008
Oman,2027,0,1.130099113809559
Pakistan,2021,1.2218980196344909,1.695328622286199
Pakistan,2022,1.238552583142124,1.6727990841006435
Pakistan,2023,1.2273766725688051,1.6421231787217985
Pakistan,2024,1.2099978676548384,1.6200318315785929
Pakistan,2025,1.1908766499883436,1.5987289919415253
Pakistan,2026,1.1695549465240107,1.5785538810711064
Pakistan,2027,1.1502669871009392,1.5652925140774305
Peru,2021,0.8600615354536553,0.8426937793126592
Peru,2022,0.8426628252599226,0.8289069665142231
Peru,2023,1.1917103231366706,1.1749634367713337
Peru,2024,1.2989570269508348,1.2712452666832685
Peru,2025,1.2771341319029952,1.239870969419189
Peru,2026,1.362181302666932,1.3297679164865637
Peru,2027,1.3266802430019893,1.3042282566703347
Philippines,2021,1.2498764849935173,1.3983023229707614
Philippines,2022,1.2497791585159923,1.4071941475752077
Philippines,2023,1.2497963437712156,1.405397237408527
Philippines,2024,1.2497927827833923,1.4196723005983276
Philippines,2025,1.2497953346947448,1.4240093101647322
Philippines,2026,1.249795360602706,1.4255020395147666
Philippines,2027,1.2497954642378777,1.4251774915778597
Poland,2021,4.677528538149147,4.603576598978668
Poland,2022,9.628762418810041,9.229498206430815
Poland,2023,17.30843166056254,16.072047322846295
Poland,2024,27.998523236140986,25.28751278894672
Poland,2025,41.45347065269928,36.37950599237856
Poland,2026,57.12176512379328,48.79432141309766
Poland,2027,74.02471541535544,61.46120424801402
Portugal,2021,2.098851263308142,2.0649694005290717
Portugal,2022,2.405483564,2.4434289044573982
Portugal,2023,2.5515106505366516,2.6321419569089324
Portugal,2024,2.7844585557746555,2.889354393
Portugal,2025,3.087098927413136,3.1940826643531617
Portugal,2026,3.465178611,3.5260126296767003
Portugal,2027,3.8307263917816914,3.979546980790934
Qatar,2021,0.01,0.008364
Qatar,2022,0.01,0.008364
Qatar,2023,0.01,0.008364
Qatar,2024,0.01,0.008364
Qatar,2025,0.01,0.008364
Qatar,2026,0.01,0.008364
Qatar,2027,0.01,0.008364
Romania,2021,1.577333191800848,1.8617232815128624
Romania,2022,1.6279151212139622,1.8289808554775961
Romania,2023,1.6732974519478518,1.828706350295362
Romania,2024,1.6581650659567093,1.7616594753828392
Romania,2025,1.6805931836427843,1.8099270323419359
Romania,2026,1.6670902732316832,1.764320087566927
Romania,2027,1.6724735459124336,1.7965360010414797
Russia,2021,2.3420865580287007,3.286579891
Russia,2022,2.7331846356663805,5.087925389092508
Russia,2023,3.1471332006466084,6.930909417269797
Russia,2024,3.8351693556136923,8.533971726005172
Russia,2025,4.481388283093586,9.786938060981953
Russia,2026,4.995097930381721,10.749802623735508
Russia,2027,5.3853767959045395,11.58227690583342
Saudi Arabia,2021,0.9740970086468215,0.9218528174755042
Saudi Arabia,2022,0.9508514578727358,0.8992428490354898
Saudi Arabia,2023,0.9723918814071757,0.9321356082332001
Saudi Arabia,2024,1.049161106138932,0.9814619692976143
Saudi Arabia,2025,1.1023232354515387,1.0690680804211632
Saudi Arabia,2026,1.1773267145956774,1.133342857792232
Saudi Arabia,2027,1.1809080508052798,1.122776839046673
Singapore,2021,0.8103149668433681,0.3524827445189028
Singapore,2022,0.9880960547913991,0.3834829408394781
Singapore,2023,1.2345505741035092,0.47804839189596926
Singapore,2024,1.4996198289351825,0.5988176860531836
Singapore,2025,1.7098534144636064,0.6696875654956501
Singapore,2026,1.8887423917718507,0.7302824098504095
Singapore,2027,2.0900697634841925,0.8402410990365909
Slovakia,2021,0.6657936969105495,0.6636200110707239
Slovakia,2022,0.6603436098255303,0.6535490281755131
Slovakia,2023,0.6619674616252544,0.6596907764450188
Slovakia,2024,0.6430924783796869,0.6390457942299786
Slovakia,2025,0.653936517,0.6531475651787151
Slovakia,2026,0.6588823548044197,0.6567437133642215
Slovakia,2027,0.672945381,0.669627302
Slovenia,2021,0.42855396769000437,0.31760708011072986
Slovenia,2022,0.490831578,0.3175770160741329
Slovenia,2023,0.5027774697894364,0.3180270511801927
Slovenia,2024,0.5284803030876732,0.3339192512969768
Slovenia,2025,0.5255873037903537,0.31476143608752877
Slovenia,2026,0.5105629033824143,0.3367398148385626
Slovenia,2027,0.5336507935663019,0.3195120075773718
South Africa,2021,3.5447794672278246,5.443503230581203
South Africa,2022,3.8919121149839553,5.568099114
South Africa,2023,4.124860658043296,5.731992017849657
South Africa,2024,4.053660115,5.788385406269764
South Africa,2025,4.317797027977982,5.849117851229661
South Africa,2026,4.2778689911203225,5.883130584334463
South Africa,2027,4.249254542189677,5.913305711919039
South Korea,2021,25.25917458932643,21.180392415883688
South Korea,2022,33.78179228601843,25.18697605881476
South Korea,2023,43.253157936901964,30.664742278550936
South Korea,2024,53.671059922260866,35.86600710408884
South Korea,2025,64.39148061546013,42.276063042736574
South Korea,2026,75.63070661,47.84507786731668
South Korea,2027,87.01310647582957,54.29094776744246
Spain,2021,22.698336356811797,22.55194424969642
Spain,2022,25.77365581870116,25.63090110302136
Spain,2023,29.220329060213608,29.572343593023938
Spain,2024,30.55748704204423,30.814146171879948
Spain,2025,31.057479203346354,31.431755703681763
Spain,2026,30.68233601143827,30.34147270528795
Spain,2027,31.385654075886404,30.741679577523204
Sri Lanka,2021,0.11068389637767748,0.41108180317071485
Sri Lanka,2022,0.10999754255707463,0.40424394435145045
Sri Lanka,2023,0.11022605589864294,0.3970896121258784
Sri Lanka,2024,0.11320833354171327,0.392535796
Sri Lanka,2025,0.11224181468662109,0.3895172070255214
Sri Lanka,2026,0.11135072883668883,0.38815572820624406
Sri Lanka,2027,0.11199223211411666,0.3887145451324608
Sweden,2021,1.4650978166226016,1.5247145329845602
Sweden,2022,1.9083338793362021,2.063228207
Sweden,2023,2.3511654064207486,2.6246397850894594
Sweden,2024,2.7570214580076615,3.211097434641397
Sweden,2025,3.134730034551309,3.7971865266939546
Sweden,2026,3.4531804986641657,4.356419970184147
Sweden,2027,3.7212739913932777,4.882733945093264
Switzerland,2021,2.754623892405164,2.98095731
Switzerland,2022,2.968322674059323,3.2687952630262487
Switzerland,2023,3.2544759724635957,3.721416181347532
Switzerland,2024,3.426959417398789,4.069920538
Switzerland,2025,3.6021270471707236,4.342159084139966
Switzerland,2026,3.8207270849803123,4.759501892263721
Switzerland,2027,3.932202921698132,5.071525692060385
Taiwan,2021,8.860437619356784,8.751332188
Taiwan,2022,12.103661141289743,11.804563829605918
Taiwan,2023,16.25996700078778,15.598587137412618
Taiwan,2024,21.04414958212713,19.685256760529686
Taiwan,2025,26.27926640914502,23.991598695637542
Taiwan,2026,32.282022003670434,28.70676624519574
Taiwan,2027,38.66659912793973,33.29823305654903
Thailand,2021,4.883985028736719,3.7626986799939095
Thailand,2022,3.7142014625187754,2.883013721208249
Thailand,2023,3.4741888484326218,2.075953776891329
Thailand,2024,2.691946823093546,1.2874958822699225
Thailand,2025,2.474334757067478,0.6753575057548253
Thailand,2026,1.726165916338168,0.20749543207834797
Thailand,2027,2.088323219,0.17870062677747162
Trinidad and Tobago,2021,0,0.004701921
Trinidad and Tobago,2022,0,0.004528326
Trinidad and Tobago,2023,0,0.004197304
Trinidad and Tobago,2024,0,0.003921623
Trinidad and Tobago,2025,0,0.003884722
Trinidad and Tobago,2026,0,0.003899272
Trinidad and Tobago,2027,0,0.003898928
Turkey,2021,9.655626092,9.514223848405956
Turkey,2022,9.190871177969195,8.883741995994196
Turkey,2023,8.266366154902249,7.986713885687293
Turkey,2024,8.267340595,7.935467282706713
Turkey,2025,8.260387471919964,8.001044718368389
Turkey,2026,8.358122635837532,8.094598657
Turkey,2027,8.346164098,8.100810845335317
Turkmenistan,2021,0,0.006960001
Turkmenistan,2022,0,0.006960001
Turkmenistan,2023,0,0.006960001
Turkmenistan,2024,0,0.006960001
Turkmenistan,2025,0,0.006960001
Turkmenistan,2026,0,0.006960001
Turkmenistan,2027,0,0.006960001
Ukraine,2021,10.211430032411515,10.857196058783506
Ukraine,2022,15.08923454148048,16.438034150680316
Ukraine,2023,20.898226805962437,23.07596822050759
Ukraine,2024,26.863093466620963,30.096666964526598
Ukraine,2025,32.789945222052175,37.175488591134595
Ukraine,2026,38.09686336743788,43.73383967545404
Ukraine,2027,42.91916946192488,49.738988743878025
United Arab Emirates,2021,6.056524569538084,9.929954372275132
United Arab Emirates,2022,4.868699320058392,10.651103497462621
United Arab Emirates,2023,6.847458808,14.392840704632617
United Arab Emirates,2024,5.711487505109087,13.873558361239068
United Arab Emirates,2025,7.9585930250387396,16.615120383047287
United Arab Emirates,2026,7.210162279726019,16.08773720136883
United Arab Emirates,2027,8.595183559,18.467543155996708
United Kingdom,2021,14.570691264857674,13.307990016294557
United Kingdom,2022,16.20157114836689,14.35243788432275
United Kingdom,2023,16.719656710897112,14.470342037454973
United Kingdom,2024,17.33892673908616,14.766787416219849
United Kingdom,2025,17.42664409,14.931828560429343
United Kingdom,2026,17.126937951386637,14.607751565247767
United Kingdom,2027,17.00776739338355,14.151134637520228
United States,2021,145.01807500830583,156.28702830246485
United States,2022,157.97481554579022,170.76309277692621
United States,2023,176.63696491614428,193.4447903568709
United States,2024,189.53189451595824,218.3569949137569
United States,2025,198.0380178742028,233.32859504044507
United States,2026,212.66079236839536,250.63844209300245
United States,2027,221.91356019898006,273.8602997
Uzbekistan,2021,0.01,0.015500004
Uzbekistan,2022,0.01,0.015500004840529354
Uzbekistan,2023,0.01,0.015500004840534062
Uzbekistan,2024,0.01,0.015500004840535554
Uzbekistan,2025,0.01,0.015500004840536197
Uzbekistan,2026,0.01,0.015500004840536465
Uzbekistan,2027,0.01,0.015500004840536465
Venezuela,2021,0.01,0.012571499210294698
Venezuela,2022,0.01,0.012571502755301412
Venezuela,2023,0.01,0.012571507058419563
Venezuela,2024,0.01,0.012571510013536662
Venezuela,2025,0.01,0.012571510336702263
Venezuela,2026,0.01,0.012571512
Venezuela,2027,0.01,0.012571512411305568
Vietnam,2021,0,0
Vietnam,2022,0,0
Vietnam,2023,0,0
Vietnam,2024,0,0
Vietnam,2025,0,0
Vietnam,2026,0,0
Vietnam,2027,0,0
Western Africa,2021,0.6589939836385323,0.6586348108498525
Western Africa,2022,0.6229603932236363,0.6202892619944699
Western Africa,2023,0.6827653400344704,0.6781189901389195
Western Africa,2024,0.7225181545453562,0.71352128
Western Africa,2025,0.7870968545291713,0.7792169048777868
Western Africa,2026,0.8396476938022608,0.8292900069363958
Western Africa,2027,0.7823418743639566,0.7733694813009047
World,2021,980.1289896705707,1000.5024133533266
World,2022,1126.8485316748402,1146.4552072400004
World,2023,1276.5732825547325,1313.0115494318886
World,2024,1425.2378370179583,1477.1244156313462
World,2025,1572.0189542435576,1637.6354305784898
World,2026,1716.6226452163412,1809.1556225275829
World,2027,1856.1680835864365,1972.5633691148062
